Country,EdLevel,YearsCodePro,Salary
Norway,Master’s degree,2.0,74873.0
Spain,Bachelor’s degree,6.0,59073.0
Germany,Bachelor’s degree,10.0,60147.0
Ukraine,Master’s degree,8.0,63720.0
Australia,Less than a Bachelor’s degree,9.0,105706.0
Spain,Bachelor’s degree,1.0,32222.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,222929.0
Germany,Master’s degree,5.0,57999.0
Germany,Master’s degree,8.0,75184.0
Germany,Less than a Bachelor’s degree,4.0,53703.0
Sweden,Less than a Bachelor’s degree,12.0,62000.0
Czech Republic,Master’s degree,12.0,108587.0
Austria,Bachelor’s degree,16.0,69814.0
Germany,Less than a Bachelor’s degree,19.0,38666.0
France,Master’s degree,0.5,18044.0
Spain,Master’s degree,4.0,40814.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,229298.0
Spain,Master’s degree,5.0,65518.0
Italy,Less than a Bachelor’s degree,2.0,32222.0
Netherlands,Bachelor’s degree,5.0,57999.0
United States of America,Bachelor’s degree,2.0,114000.0
Netherlands,Master’s degree,34.0,102036.0
Netherlands,Master’s degree,20.0,123517.0
Germany,Bachelor’s degree,9.0,88073.0
Germany,Less than a Bachelor’s degree,9.0,247034.0
Russian Federation,Bachelor’s degree,3.0,24650.0
Germany,Master’s degree,6.0,82703.0
Poland,Less than a Bachelor’s degree,1.0,14353.0
France,Post grad,20.0,53703.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,145222.0
Sweden,Less than a Bachelor’s degree,12.0,61046.0
Austria,Bachelor’s degree,8.0,80555.0
Switzerland,Bachelor’s degree,5.0,155984.0
Germany,Master’s degree,10.0,64444.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,95541.0
Belgium,Master’s degree,14.0,91295.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,70063.0
Norway,Bachelor’s degree,7.0,80488.0
Greece,Less than a Bachelor’s degree,3.0,29000.0
Germany,Master’s degree,5.0,64444.0
Taiwan,Less than a Bachelor’s degree,1.0,17295.0
France,Master’s degree,16.0,69814.0
Austria,Master’s degree,14.0,48333.0
India,Bachelor’s degree,2.0,21534.0
India,Master’s degree,8.0,29610.0
France,Master’s degree,11.0,75184.0
Netherlands,Bachelor’s degree,6.0,85597.0
Italy,Master’s degree,5.0,73036.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,40.0,131210.0
Austria,Master’s degree,2.0,53703.0
Netherlands,Less than a Bachelor’s degree,8.0,91295.0
Ukraine,Bachelor’s degree,2.0,12000.0
Ireland,Bachelor’s degree,6.0,102036.0
Netherlands,Bachelor’s degree,3.0,50266.0
Germany,Master’s degree,2.0,70888.0
Netherlands,Master’s degree,6.0,86999.0
Germany,Less than a Bachelor’s degree,0.5,45111.0
Switzerland,Less than a Bachelor’s degree,4.0,72421.0
Germany,Bachelor’s degree,7.0,51555.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,44586.0
Czech Republic,Master’s degree,4.0,41263.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,53503.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,65605.0
Netherlands,Bachelor’s degree,11.0,104399.0
Netherlands,Master’s degree,11.0,77332.0
Spain,Bachelor’s degree,3.0,41888.0
Switzerland,Less than a Bachelor’s degree,10.0,100275.0
Netherlands,Bachelor’s degree,9.0,66592.0
Germany,Less than a Bachelor’s degree,6.0,34907.0
France,Master’s degree,18.0,118147.0
United Kingdom of Great Britain and Northern Ireland,Post grad,27.0,140127.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,53503.0
South Africa,Bachelor’s degree,10.0,60265.0
Netherlands,Master’s degree,4.0,66592.0
Germany,Master’s degree,25.0,75184.0
Switzerland,Less than a Bachelor’s degree,24.0,233975.0
Austria,Post grad,10.0,53703.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,66242.0
Italy,Post grad,10.0,69814.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,146496.0
France,Master’s degree,3.0,55851.0
France,Master’s degree,3.0,37592.0
Austria,Less than a Bachelor’s degree,9.0,48333.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,101910.0
Sweden,Bachelor’s degree,16.0,81077.0
Germany,Post grad,7.0,61222.0
Germany,Master’s degree,8.0,66592.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,27.0,82802.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,242037.0
Russian Federation,Master’s degree,1.0,16134.0
India,Bachelor’s degree,3.0,10767.0
Turkey,Bachelor’s degree,13.0,30914.0
Portugal,Master’s degree,11.0,112239.0
Netherlands,Bachelor’s degree,8.0,62639.0
United States of America,Bachelor’s degree,23.0,250000.0
Germany,Bachelor’s degree,0.5,37592.0
France,Master’s degree,6.0,45111.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,76433.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,50955.0
Spain,Master’s degree,5.0,42962.0
Greece,Master’s degree,10.0,49407.0
France,Master’s degree,4.0,52629.0
Italy,Bachelor’s degree,1.0,31148.0
Israel,Less than a Bachelor’s degree,18.0,152191.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,191082.0
Germany,Master’s degree,6.0,83777.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,76433.0
Germany,Master’s degree,8.0,102036.0
Netherlands,Bachelor’s degree,6.0,48333.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,58598.0
Switzerland,Master’s degree,25.0,150413.0
Spain,Bachelor’s degree,17.0,54777.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,11.0,89172.0
Poland,Master’s degree,5.0,44544.0
India,Bachelor’s degree,10.0,11963.0
France,Master’s degree,5.0,85925.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,91719.0
Germany,Master’s degree,5.0,75184.0
Sweden,Master’s degree,5.0,64670.0
United Kingdom of Great Britain and Northern Ireland,Post grad,17.0,56051.0
Italy,Bachelor’s degree,7.0,39740.0
Russian Federation,Master’s degree,20.0,56022.0
Netherlands,Bachelor’s degree,4.0,49192.0
Israel,Bachelor’s degree,3.0,97143.0
Norway,Bachelor’s degree,3.0,50539.0
Italy,Less than a Bachelor’s degree,1.0,21481.0
Germany,Bachelor’s degree,3.0,54777.0
Germany,Bachelor’s degree,15.0,102036.0
Germany,Less than a Bachelor’s degree,8.0,53703.0
Germany,Bachelor’s degree,17.0,67021.0
Germany,Master’s degree,19.0,85925.0
Netherlands,Bachelor’s degree,8.0,91295.0
Austria,Bachelor’s degree,15.0,98814.0
Spain,Master’s degree,15.0,94517.0
France,Master’s degree,8.0,69814.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,70063.0
Germany,Master’s degree,10.0,107406.0
India,Bachelor’s degree,0.5,16749.0
Germany,Master’s degree,6.0,80555.0
Spain,Master’s degree,6.0,43285.0
Switzerland,Bachelor’s degree,11.0,133700.0
India,Bachelor’s degree,7.0,59817.0
Norway,Less than a Bachelor’s degree,17.0,65514.0
Germany,Master’s degree,8.0,57754.0
Czech Republic,Master’s degree,13.0,108587.0
Netherlands,Master’s degree,6.0,80555.0
Italy,Bachelor’s degree,2.0,24703.0
India,Bachelor’s degree,6.0,11963.0
Ukraine,Bachelor’s degree,5.0,67943.0
Sweden,Post grad,7.0,11923.0
France,Master’s degree,10.0,77332.0
Sweden,Less than a Bachelor’s degree,31.0,180000.0
South Africa,Less than a Bachelor’s degree,9.0,55273.0
Hungary,Less than a Bachelor’s degree,6.0,27175.0
France,Master’s degree,22.0,70888.0
Norway,Master’s degree,6.0,74873.0
Portugal,Master’s degree,11.0,96666.0
Germany,Less than a Bachelor’s degree,8.0,91295.0
Spain,Bachelor’s degree,13.0,73036.0
Germany,Less than a Bachelor’s degree,23.0,91295.0
United Kingdom of Great Britain and Northern Ireland,Post grad,13.0,50955.0
Ukraine,Master’s degree,5.0,72000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,26.0,50955.0
Italy,Less than a Bachelor’s degree,23.0,64444.0
Greece,Master’s degree,16.0,64444.0
Romania,Less than a Bachelor’s degree,2.0,23735.0
Spain,Less than a Bachelor’s degree,2.0,30074.0
Germany,Master’s degree,6.0,107406.0
Denmark,Bachelor’s degree,6.0,84961.0
India,Bachelor’s degree,12.0,17945.0
Germany,Bachelor’s degree,1.0,60147.0
Switzerland,Post grad,5.0,95819.0
Russian Federation,Post grad,6.0,22409.0
France,Master’s degree,3.0,37592.0
Pakistan,Bachelor’s degree,4.0,10767.0
Spain,Post grad,16.0,64444.0
Germany,Bachelor’s degree,1.0,64444.0
Brazil,Bachelor’s degree,22.0,44757.0
United States of America,Less than a Bachelor’s degree,4.0,103000.0
Poland,Master’s degree,13.0,56917.0
Spain,Less than a Bachelor’s degree,2.0,24166.0
Germany,Less than a Bachelor’s degree,0.5,10259.0
Sweden,Master’s degree,20.0,60092.0
Sweden,Master’s degree,12.0,85846.0
France,Master’s degree,17.0,89147.0
Sweden,Master’s degree,28.0,83556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,124840.0
Germany,Master’s degree,27.0,107406.0
Netherlands,Less than a Bachelor’s degree,15.0,80555.0
Ukraine,Bachelor’s degree,2.0,17772.0
Spain,Bachelor’s degree,15.0,59073.0
Switzerland,Master’s degree,20.0,211692.0
Germany,Post grad,6.0,64444.0
Germany,Less than a Bachelor’s degree,3.0,64444.0
Netherlands,Master’s degree,2.0,64444.0
Sweden,Post grad,21.0,53797.0
Austria,Less than a Bachelor’s degree,7.0,62296.0
France,Master’s degree,11.0,34370.0
France,Master’s degree,0.5,46722.0
Russian Federation,Bachelor’s degree,3.0,31978.0
Poland,Master’s degree,13.0,61866.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,66242.0
Austria,Master’s degree,26.0,85925.0
India,Bachelor’s degree,2.0,10767.0
Denmark,Master’s degree,6.0,118082.0
Germany,Bachelor’s degree,6.0,80555.0
Greece,Less than a Bachelor’s degree,2.0,20364.0
South Africa,Bachelor’s degree,11.0,36697.0
Spain,Master’s degree,3.0,40814.0
United States of America,Master’s degree,8.0,126000.0
Germany,Less than a Bachelor’s degree,0.5,38666.0
United States of America,Master’s degree,34.0,109000.0
United States of America,Less than a Bachelor’s degree,3.0,76000.0
Greece,Bachelor’s degree,11.0,143924.0
Belgium,Master’s degree,0.5,53703.0
Germany,Less than a Bachelor’s degree,5.0,62296.0
Portugal,Less than a Bachelor’s degree,5.0,15037.0
United Kingdom of Great Britain and Northern Ireland,Post grad,2.0,61146.0
France,Master’s degree,10.0,48977.0
South Africa,Bachelor’s degree,11.0,48428.0
Norway,Master’s degree,40.0,102950.0
France,Master’s degree,2.0,40814.0
Austria,Less than a Bachelor’s degree,2.0,54777.0
Germany,Bachelor’s degree,1.0,45111.0
Germany,Bachelor’s degree,23.0,93443.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,63694.0
Switzerland,Master’s degree,18.0,124787.0
Russian Federation,Bachelor’s degree,5.0,54053.0
Czech Republic,Less than a Bachelor’s degree,1.0,21717.0
Ukraine,Master’s degree,8.0,36532.0
Ireland,Master’s degree,20.0,157887.0
United States of America,Master’s degree,15.0,160000.0
South Africa,Less than a Bachelor’s degree,34.0,51172.0
Belgium,Master’s degree,5.0,66592.0
United States of America,Bachelor’s degree,26.0,100000.0
New Zealand,Less than a Bachelor’s degree,20.0,49165.0
Ukraine,Master’s degree,6.0,62000.0
United States of America,Post grad,25.0,95000.0
France,Master’s degree,5.0,37592.0
Germany,Master’s degree,20.0,85925.0
Switzerland,Bachelor’s degree,10.0,104732.0
Spain,Less than a Bachelor’s degree,2.0,25777.0
France,Master’s degree,0.5,40814.0
Switzerland,Bachelor’s degree,8.0,149299.0
Netherlands,Less than a Bachelor’s degree,1.0,32222.0
France,Master’s degree,28.0,125665.0
Germany,Master’s degree,10.0,109984.0
France,Less than a Bachelor’s degree,6.0,30074.0
Germany,Less than a Bachelor’s degree,8.0,48333.0
France,Master’s degree,5.0,41888.0
Netherlands,Bachelor’s degree,3.0,53703.0
Switzerland,Bachelor’s degree,10.0,121444.0
Germany,Master’s degree,5.0,64444.0
Czech Republic,Master’s degree,20.0,33879.0
Australia,Bachelor’s degree,35.0,92492.0
India,Master’s degree,12.0,31105.0
Germany,Bachelor’s degree,11.0,64444.0
United States of America,Master’s degree,10.0,104000.0
Germany,Less than a Bachelor’s degree,9.0,91295.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,104458.0
Germany,Master’s degree,3.0,95592.0
Germany,Master’s degree,8.0,71962.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,89172.0
Finland,Bachelor’s degree,5.0,57248.0
Japan,Master’s degree,20.0,63644.0
Spain,Less than a Bachelor’s degree,25.0,59073.0
Sweden,Master’s degree,2.0,47692.0
Germany,Less than a Bachelor’s degree,21.0,42962.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,72898.0
Brazil,Bachelor’s degree,15.0,120379.0
Norway,Master’s degree,6.0,75434.0
Netherlands,Bachelor’s degree,16.0,139628.0
Greece,Master’s degree,18.0,85925.0
Italy,Less than a Bachelor’s degree,1.0,26852.0
Spain,Post grad,5.0,34907.0
Austria,Master’s degree,6.0,64444.0
Italy,Master’s degree,23.0,59073.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,39.0,51544.0
Canada,Less than a Bachelor’s degree,10.0,55247.0
United States of America,Less than a Bachelor’s degree,11.0,98000.0
Ukraine,Master’s degree,2.0,38000.0
Switzerland,Bachelor’s degree,10.0,144842.0
Germany,Less than a Bachelor’s degree,14.0,107406.0
United States of America,Bachelor’s degree,15.0,110000.0
United States of America,Bachelor’s degree,1.0,140000.0
India,Master’s degree,14.0,47854.0
France,Master’s degree,5.0,34370.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,37.0,133757.0
Austria,Master’s degree,0.5,57999.0
Brazil,Bachelor’s degree,8.0,14919.0
India,Master’s degree,8.0,35890.0
France,Master’s degree,6.0,53703.0
United States of America,Master’s degree,15.0,135000.0
Israel,Bachelor’s degree,8.0,155429.0
Switzerland,Less than a Bachelor’s degree,21.0,133700.0
Sweden,Bachelor’s degree,13.0,71538.0
Germany,Post grad,4.0,20210.0
Germany,Master’s degree,17.0,107406.0
Canada,Bachelor’s degree,30.0,87231.0
United Kingdom of Great Britain and Northern Ireland,Post grad,9.0,69426.0
United States of America,Master’s degree,27.0,145000.0
India,Bachelor’s degree,8.0,17945.0
Germany,Post grad,25.0,45111.0
Germany,Less than a Bachelor’s degree,4.0,45111.0
Portugal,Bachelor’s degree,2.0,23629.0
Sweden,Master’s degree,3.0,52461.0
Sweden,Less than a Bachelor’s degree,5.0,40863.0
Switzerland,Master’s degree,12.0,122559.0
Austria,Master’s degree,7.0,63380.0
United States of America,Bachelor’s degree,2.0,100000.0
United States of America,Bachelor’s degree,2.0,72000.0
Russian Federation,Less than a Bachelor’s degree,6.0,84034.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,140127.0
France,Master’s degree,1.0,37592.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,17.0,76433.0
Hungary,Master’s degree,7.0,47557.0
Italy,Less than a Bachelor’s degree,6.0,42962.0
United States of America,Bachelor’s degree,10.0,160000.0
United States of America,Bachelor’s degree,11.0,130000.0
United States of America,Master’s degree,36.0,185000.0
Brazil,Master’s degree,17.0,63033.0
United States of America,Post grad,10.0,70000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,14.0,76433.0
Greece,Bachelor’s degree,5.0,29000.0
Germany,Master’s degree,6.0,66592.0
United States of America,Master’s degree,14.0,160000.0
France,Post grad,12.0,48333.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,98089.0
Poland,Bachelor’s degree,3.0,29696.0
Germany,Post grad,3.0,20944.0
Germany,Master’s degree,26.0,96666.0
Czech Republic,Less than a Bachelor’s degree,3.0,28667.0
United States of America,Bachelor’s degree,5.0,126500.0
Australia,Post grad,23.0,198198.0
United States of America,Less than a Bachelor’s degree,12.0,130000.0
Canada,Bachelor’s degree,1.0,50885.0
Spain,Master’s degree,4.0,57999.0
United States of America,Bachelor’s degree,10.0,240000.0
Germany,Master’s degree,8.0,107406.0
Sweden,Master’s degree,20.0,71538.0
Canada,Bachelor’s degree,3.0,45433.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,44586.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,46917.0
India,Master’s degree,6.0,11963.0
Switzerland,Bachelor’s degree,8.0,111417.0
Italy,Bachelor’s degree,12.0,47259.0
Germany,Master’s degree,20.0,118147.0
Poland,Master’s degree,2.0,11850.0
United States of America,Bachelor’s degree,5.0,120000.0
Spain,Less than a Bachelor’s degree,9.0,37592.0
Spain,Bachelor’s degree,7.0,42962.0
France,Master’s degree,9.0,48333.0
South Africa,Bachelor’s degree,7.0,48428.0
United States of America,Bachelor’s degree,1.0,70000.0
France,Master’s degree,8.0,54777.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,152865.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,12.0,108280.0
United States of America,Bachelor’s degree,10.0,90000.0
Ukraine,Master’s degree,5.0,50000.0
France,Bachelor’s degree,4.0,37055.0
Canada,Bachelor’s degree,1.0,52339.0
Italy,Master’s degree,4.0,32222.0
Ireland,Bachelor’s degree,10.0,79481.0
South Africa,Less than a Bachelor’s degree,4.0,64570.0
Canada,Master’s degree,0.5,68331.0
Germany,Bachelor’s degree,3.0,83777.0
Greece,Bachelor’s degree,2.0,26089.0
Germany,Less than a Bachelor’s degree,5.0,61222.0
Canada,Bachelor’s degree,2.0,65424.0
United States of America,Master’s degree,9.0,165000.0
France,Bachelor’s degree,8.0,52771.0
Netherlands,Less than a Bachelor’s degree,5.0,19333.0
Romania,Master’s degree,5.0,57180.0
Czech Republic,Less than a Bachelor’s degree,14.0,44147.0
Netherlands,Bachelor’s degree,30.0,107406.0
Brazil,Bachelor’s degree,16.0,46622.0
United States of America,Bachelor’s degree,9.0,90000.0
Germany,Bachelor’s degree,8.0,85925.0
Netherlands,Bachelor’s degree,7.0,44037.0
United States of America,Post grad,34.0,150000.0
Austria,Master’s degree,15.0,105258.0
United States of America,Bachelor’s degree,21.0,200000.0
South Africa,Bachelor’s degree,16.0,45199.0
Brazil,Bachelor’s degree,3.0,18276.0
Spain,Post grad,18.0,41888.0
Switzerland,Less than a Bachelor’s degree,11.0,222834.0
Spain,Bachelor’s degree,6.0,55851.0
United States of America,Bachelor’s degree,34.0,180000.0
Austria,Less than a Bachelor’s degree,2.0,82058.0
Germany,Bachelor’s degree,4.0,53703.0
Germany,Master’s degree,1.0,53703.0
India,Bachelor’s degree,5.0,14356.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,30.0,63694.0
Italy,Less than a Bachelor’s degree,25.0,53703.0
Switzerland,Bachelor’s degree,9.0,122559.0
United States of America,Bachelor’s degree,11.0,205000.0
Belgium,Bachelor’s degree,4.0,50481.0
United States of America,Bachelor’s degree,6.0,96000.0
France,Master’s degree,26.0,102036.0
India,Bachelor’s degree,3.0,62210.0
United States of America,Bachelor’s degree,12.0,145000.0
Turkey,Less than a Bachelor’s degree,2.0,54000.0
Turkey,Bachelor’s degree,2.0,60000.0
France,Master’s degree,7.0,48333.0
Greece,Master’s degree,17.0,75184.0
Canada,Bachelor’s degree,0.5,59608.0
Italy,Bachelor’s degree,6.0,33296.0
United States of America,Bachelor’s degree,1.0,80000.0
Australia,Master’s degree,33.0,99099.0
Switzerland,Bachelor’s degree,4.0,89134.0
United States of America,Less than a Bachelor’s degree,3.0,190000.0
United States of America,Bachelor’s degree,25.0,108000.0
United States of America,Master’s degree,11.0,210000.0
United States of America,Bachelor’s degree,28.0,160000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,0.5,38216.0
Turkey,Bachelor’s degree,6.0,53703.0
Italy,Bachelor’s degree,1.0,26852.0
Germany,Master’s degree,8.0,91295.0
United States of America,Less than a Bachelor’s degree,3.0,73145.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,36942.0
United States of America,Master’s degree,2.0,160000.0
France,Master’s degree,5.0,48333.0
United States of America,Bachelor’s degree,10.0,150000.0
United States of America,Bachelor’s degree,26.0,250000.0
United States of America,Bachelor’s degree,6.0,140000.0
Netherlands,Bachelor’s degree,5.0,73895.0
Canada,Bachelor’s degree,7.0,94501.0
United States of America,Bachelor’s degree,13.0,200000.0
United States of America,Bachelor’s degree,3.0,93000.0
Germany,Bachelor’s degree,36.0,68740.0
Germany,Master’s degree,24.0,77332.0
United States of America,Bachelor’s degree,2.0,83000.0
United States of America,Bachelor’s degree,16.0,150000.0
United States of America,Master’s degree,15.0,165000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,63694.0
United States of America,Bachelor’s degree,15.0,160347.0
Poland,Less than a Bachelor’s degree,8.0,123732.0
United States of America,Bachelor’s degree,2.0,112000.0
India,Bachelor’s degree,2.0,27516.0
Ukraine,Bachelor’s degree,15.0,50000.0
Germany,Bachelor’s degree,8.0,80555.0
Israel,Less than a Bachelor’s degree,25.0,129524.0
France,Master’s degree,23.0,59073.0
Canada,Less than a Bachelor’s degree,4.0,72693.0
United States of America,Bachelor’s degree,8.0,110000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,66242.0
Canada,Less than a Bachelor’s degree,11.0,58154.0
Germany,Post grad,38.0,107406.0
Ukraine,Master’s degree,7.0,41963.0
United States of America,Less than a Bachelor’s degree,3.0,80000.0
Spain,Post grad,5.0,64444.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,2.0,29299.0
Czech Republic,Master’s degree,2.0,41697.0
South Africa,Less than a Bachelor’s degree,10.0,38645.0
India,Master’s degree,17.0,27516.0
United States of America,Bachelor’s degree,13.0,170000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,72611.0
United States of America,Bachelor’s degree,4.0,130000.0
United States of America,Bachelor’s degree,24.0,160000.0
United States of America,Bachelor’s degree,26.0,105000.0
United States of America,Bachelor’s degree,9.0,80000.0
United States of America,Bachelor’s degree,3.0,163000.0
Ukraine,Master’s degree,13.0,32089.0
Spain,Less than a Bachelor’s degree,3.0,37592.0
Poland,Post grad,4.0,44544.0
Germany,Less than a Bachelor’s degree,0.5,45111.0
Ireland,Bachelor’s degree,12.0,94517.0
United States of America,Master’s degree,2.0,40000.0
Spain,Master’s degree,11.0,46507.0
United Kingdom of Great Britain and Northern Ireland,Post grad,6.0,54777.0
United States of America,Master’s degree,7.0,205000.0
Germany,Master’s degree,5.0,75184.0
United States of America,Less than a Bachelor’s degree,25.0,120000.0
France,Master’s degree,0.5,51555.0
Switzerland,Master’s degree,3.0,44567.0
Germany,Bachelor’s degree,6.0,71962.0
Italy,Less than a Bachelor’s degree,11.0,35444.0
Canada,Bachelor’s degree,34.0,90866.0
Italy,Less than a Bachelor’s degree,5.0,32222.0
United Kingdom of Great Britain and Northern Ireland,Post grad,9.0,127388.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,140127.0
Sweden,Post grad,35.0,114461.0
Ukraine,Less than a Bachelor’s degree,2.0,22800.0
Denmark,Less than a Bachelor’s degree,5.0,100000.0
Italy,Less than a Bachelor’s degree,28.0,107406.0
France,Master’s degree,10.0,59073.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,17.0,76242.0
United States of America,Bachelor’s degree,4.0,170000.0
Romania,Bachelor’s degree,4.0,62574.0
Canada,Bachelor’s degree,3.0,56700.0
Canada,Master’s degree,4.0,105405.0
United States of America,Less than a Bachelor’s degree,11.0,140000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,70063.0
United States of America,Master’s degree,9.0,230000.0
United States of America,Bachelor’s degree,7.0,120000.0
Ukraine,Master’s degree,3.0,19747.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,28.0,140127.0
United States of America,Bachelor’s degree,4.0,160000.0
Ukraine,Bachelor’s degree,2.0,35545.0
United States of America,Bachelor’s degree,15.0,100000.0
Russian Federation,Master’s degree,14.0,107563.0
Spain,Bachelor’s degree,2.0,37592.0
France,Post grad,12.0,51555.0
United States of America,Bachelor’s degree,16.0,190000.0
Brazil,Less than a Bachelor’s degree,8.0,42519.0
United States of America,Bachelor’s degree,0.5,76000.0
Ukraine,Master’s degree,2.0,34557.0
United States of America,Bachelor’s degree,5.0,134000.0
United States of America,Less than a Bachelor’s degree,25.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,15.0,178343.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,178343.0
Canada,Bachelor’s degree,34.0,87231.0
France,Bachelor’s degree,20.0,29644.0
United States of America,Less than a Bachelor’s degree,30.0,190000.0
Brazil,Master’s degree,17.0,28197.0
Germany,Master’s degree,5.0,59073.0
United States of America,Less than a Bachelor’s degree,26.0,105000.0
India,Bachelor’s degree,5.0,15553.0
Canada,Bachelor’s degree,8.0,87231.0
Austria,Less than a Bachelor’s degree,8.0,47474.0
Italy,Master’s degree,12.0,129961.0
India,Master’s degree,7.0,29909.0
United States of America,Master’s degree,10.0,165000.0
United States of America,Bachelor’s degree,5.0,165000.0
Netherlands,Master’s degree,4.0,42962.0
Switzerland,Master’s degree,21.0,150413.0
Ukraine,Master’s degree,7.0,59241.0
Ukraine,Master’s degree,7.0,96000.0
United States of America,Post grad,30.0,180000.0
United States of America,Master’s degree,16.0,215000.0
United States of America,Bachelor’s degree,15.0,180000.0
United States of America,Bachelor’s degree,10.0,150000.0
Greece,Master’s degree,8.0,80555.0
Sweden,Bachelor’s degree,15.0,62000.0
Portugal,Bachelor’s degree,3.0,37778.0
Canada,Post grad,7.0,87231.0
Brazil,Bachelor’s degree,15.0,67135.0
France,Master’s degree,5.0,69814.0
Norway,Bachelor’s degree,3.0,74873.0
Germany,Master’s degree,3.0,40814.0
Germany,Master’s degree,18.0,91295.0
United States of America,Bachelor’s degree,2.0,90000.0
Canada,Less than a Bachelor’s degree,22.0,72693.0
United States of America,Bachelor’s degree,8.0,104000.0
United States of America,Master’s degree,7.0,118000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,26.0,131210.0
Brazil,Bachelor’s degree,8.0,24243.0
United States of America,Bachelor’s degree,2.0,120000.0
Russian Federation,Less than a Bachelor’s degree,4.0,44818.0
Ukraine,Master’s degree,5.0,53317.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,70063.0
United States of America,Bachelor’s degree,2.0,80000.0
United States of America,Bachelor’s degree,6.0,230000.0
United States of America,Bachelor’s degree,4.0,140000.0
United States of America,Bachelor’s degree,17.0,121000.0
United States of America,Bachelor’s degree,3.0,100000.0
United States of America,Less than a Bachelor’s degree,5.0,105000.0
United States of America,Bachelor’s degree,15.0,180000.0
United States of America,Master’s degree,15.0,130000.0
United States of America,Bachelor’s degree,43.0,120000.0
Sweden,Master’s degree,17.0,68677.0
Canada,Bachelor’s degree,3.0,83597.0
United States of America,Less than a Bachelor’s degree,7.0,54000.0
United States of America,Bachelor’s degree,7.0,83000.0
Germany,Bachelor’s degree,7.0,107406.0
United States of America,Master’s degree,20.0,180000.0
Finland,Bachelor’s degree,12.0,85925.0
